,Unnamed: 0,d73_4,qa10_3,qd5_14,qa4a_5,qa2a_4,polintr_4,qa2a_5,d40b,qa6b_3,qa13_2,qa4a_4,d40a_r,d40abc_r3,qa4a_9,qa4a_13,qa2a_6,d70,qa3a_11,qa16,sd22_1,d8,d40b_r,qa19,d62_4,polintr_1,qd5_6,qa6b_1,d62_2,netuse,qa3a_17,qc1a_4,d8r2,d78,d9r,qd5_15,d40c,d40abc_r1,sd22t7,d40abc_r4,qa4a_12,qa4a_17,d71_2,qc1a_1,qa1a_4,qa18_5,qa4a_18,qc1a_3,qa17,qd5_2,d62_1,sd22t3,qa3a_4,d71_1,qa4a_15,d9,d40abc_r2,qd5_1,qd1,qa2a_1,qd8_3,qa14,qa4a_1,sd22t8,qa1a_5,qa10_2,qa3a_3,qa4a_19,qa3a_10,qa7_1,qa3a_2,qa3a_5,qd5_16,qa3a_8,qa3a_14,d73_2,d40c_r,d8r1,qd5_12,sd22t6,qd5_9,d73_1,qa4a_16,d62_3,qa3a_16,qa13_1,qd5_10,qa8_1,qa6b_10,qd5_8,qa2a_3,qa1a_6,qa3a_15,qa4a_6,d71_3,sd22t2,qa1a_2,qc1a_2,qd5_13,qa18_3,qd8_4,qd8_1,qa3a_18,qa3a_9,d40a,qa6b_8,polintr_3,qa3a_13,d7,qa4a_11,d60,sd22t4,qd5_7,qa3a_6,qd2,qa4a_3,polintr_2,qa2a_2,qa4a_14,qa2a_7,qa1a_3,qa10_1,qd5_5,d25,sd22t5,qa3a_1,qd5t,qd8_2,qa1a_1,sd22_2,qd5_11,qa3a_12,qa8_2,qd5_4,sd22t1,d7r,qa18_1,qd5_3,d62t,qa18_2,d73_3,qa4a_7,sd18a,qa4a_10,qa7_2,qa1a_7,qa4a_2
309,309,2.0,2,0,0,3,0,3,0.0,1,2,0,3.0,1.0,0,0,3,2,0,2,2,102,0.0,1,5,0,0,2,1,1,0,4,2,3,4,0,0.0,0.0,0,0.0,0,0,2,1,2,1,0,2,2,1,1,0,0,1,0,377,0.0,0,3,1,2,4,0,0,2,3,0,0,0,1,0,0,0,0,0,1.0,0.0,9,0,1,1,3.0,0,1,0,1,0,1,1,0,1,3,0,0,1,0,2,2,0,2,2,2,0,0.0,2.0,2,0,0,1,0,1,0,1,0,3,1,0,2,1.0,1,3,3,0,1.0,0,0,1,2,2,2,0,0,1,0,1,5,2,1,1,3,2.0,0,4,0,1,2,0
310,310,1.0,2,0,0,3,0,1,0.0,1,1,0,2.0,0.0,1,0,3,2,1,1,2,24,0.0,1,1,0,0,2,5,1,0,2,3,3,18,0,0.0,0.0,0,0.0,0,0,2,1,1,2,1,3,3,0,1,0,0,2,0,116,0.0,0,2,1,1,2,0,0,1,3,0,0,0,1,0,1,0,1,0,1.0,0.0,9,0,1,0,1.0,0,1,0,3,0,1,1,0,1,3,0,0,1,0,3,1,0,2,1,2,0,0.0,1.0,1,0,0,0,0,3,0,0,0,3,0,0,1,0.0,1,2,2,1,3.0,0,0,1,2,2,1,0,1,1,0,1,2,1,0,1,1,2.0,0,2,0,1,2,0
311,311,1.0,3,0,0,3,0,2,0.0,1,2,0,4.0,0.0,1,0,3,3,0,1,2,14,2.0,3,5,0,1,2,2,1,0,1,3,3,5,0,1.0,0.0,0,1.0,0,0,2,1,2,1,0,3,1,0,1,0,0,2,1,484,0.0,0,3,3,3,4,0,0,1,1,0,0,0,1,0,0,0,1,0,1.0,0.0,2,0,0,1,1.0,0,1,0,3,0,1,1,0,1,3,0,0,2,0,3,2,0,1,2,2,0,0.0,2.0,1,1,0,12,1,3,0,1,0,3,0,1,1,0.0,1,3,2,0,2.0,0,0,1,3,1,1,0,0,1,0,1,2,4,0,1,3,4.0,0,1,0,1,2,1
312,312,1.0,3,0,0,3,0,2,0.0,1,2,0,3.0,0.0,0,0,3,1,0,2,2,37,1.0,1,2,0,0,2,1,1,0,4,3,3,9,0,0.0,0.0,0,0.0,0,0,3,1,2,2,0,2,2,1,1,0,0,2,0,157,0.0,1,3,1,1,4,0,0,2,3,0,0,0,1,0,0,0,1,0,1.0,0.0,6,0,0,0,1.0,0,1,0,3,0,1,1,0,3,1,0,0,2,0,2,2,0,1,1,1,0,0.0,5.0,1,0,0,15,1,3,0,0,0,3,0,1,2,1.0,1,2,3,1,1.0,0,0,1,2,3,2,0,1,3,0,1,3,2,1,1,3,1.0,0,2,0,1,1,0
313,313,3.0,2,0,0,3,0,2,0.0,1,3,0,3.0,0.0,0,0,3,2,0,2,2,38,0.0,1,5,0,1,1,6,1,0,1,2,4,3,0,0.0,0.0,0,0.0,0,0,2,2,2,2,0,3,3,0,1,0,0,1,0,274,0.0,0,3,1,2,4,0,0,2,2,0,0,0,1,0,0,0,0,0,2.0,0.0,3,0,1,0,2.0,1,1,0,1,0,3,2,0,2,3,0,0,2,0,3,2,0,1,2,1,0,0.0,3.0,2,0,0,13,0,3,0,0,0,2,1,0,2,0.0,1,3,4,1,3.0,0,0,1,2,1,2,0,0,2,1,1,1,2,1,1,1,1.0,0,2,0,1,2,0
314,314,2.0,4,0,1,3,0,2,1.0,1,1,0,3.0,0.0,0,0,3,3,1,2,2,23,0.0,3,5,0,0,2,6,3,0,1,2,3,2,0,1.0,0.0,1,0.0,1,0,4,2,3,4,0,3,3,1,1,0,0,1,0,39,1.0,0,4,1,5,2,0,0,3,4,0,0,0,2,1,1,0,0,0,1.0,1.0,5,0,1,0,1.0,0,1,0,2,0,2,3,0,2,3,0,0,3,0,3,4,0,1,2,2,0,0.0,1.0,2,0,0,0,0,1,0,0,0,2,0,1,2,0.0,1,3,4,1,2.0,0,0,1,2,3,2,0,0,3,0,1,2,3,0,1,4,1.0,0,1,0,1,1,0
315,315,1.0,2,0,0,3,0,1,0.0,1,3,0,2.0,0.0,0,0,1,2,0,2,2,35,0.0,1,6,0,1,1,1,1,0,2,2,1,6,0,0.0,0.0,0,1.0,0,0,2,1,2,1,0,3,3,1,1,0,0,2,0,71,0.0,0,3,4,2,4,0,0,2,3,0,0,0,2,0,0,0,1,0,2.0,1.0,10,0,1,0,1.0,0,1,0,4,0,1,1,1,1,3,0,0,2,0,3,2,0,2,2,2,0,0.0,2.0,1,0,0,2,0,3,1,1,0,3,0,0,1,0.0,1,2,1,0,2.0,0,0,0,2,2,2,0,0,1,1,1,1,4,1,1,3,1.0,0,1,0,1,2,0
316,316,1.0,2,0,0,3,0,1,1.0,1,2,0,3.0,0.0,0,0,3,1,1,2,2,11,0.0,1,7,0,0,2,1,1,0,2,3,3,23,0,0.0,0.0,0,0.0,0,0,2,2,1,1,0,3,3,0,1,0,1,1,0,171,1.0,0,3,1,4,4,0,0,1,2,0,0,0,1,0,0,0,1,0,1.0,0.0,6,0,0,0,1.0,1,1,0,3,0,1,1,1,1,3,0,0,1,0,2,2,0,1,2,3,0,0.0,1.0,1,0,0,0,0,3,1,1,0,3,1,1,1,0.0,1,2,1,0,3.0,0,0,1,2,2,2,0,0,1,0,1,1,3,1,1,2,2.0,0,2,0,1,2,0
317,317,1.0,3,0,0,1,0,1,1.0,1,2,0,1.0,0.0,0,1,3,2,0,2,1,16,0.0,1,6,1,0,2,1,1,0,2,2,1,5,0,0.0,0.0,0,1.0,1,0,3,1,1,1,1,2,2,1,1,0,0,1,0,481,0.0,0,3,3,2,3,0,0,2,1,0,0,0,1,0,0,0,0,0,1.0,0.0,8,0,1,0,1.0,0,1,0,4,0,1,1,0,1,3,0,0,2,0,3,1,0,2,1,2,0,0.0,2.0,1,0,0,1,0,3,0,1,0,3,0,0,1,0.0,1,3,2,0,3.0,0,0,1,2,2,3,0,0,3,0,1,1,3,1,1,3,1.0,0,2,0,1,2,1
318,318,1.0,2,0,0,3,0,1,0.0,1,2,0,3.0,0.0,1,0,3,2,0,1,2,29,1.0,1,5,0,0,1,6,1,0,2,3,2,9,0,0.0,0.0,0,0.0,0,0,2,1,3,1,1,2,3,0,1,0,0,1,0,315,0.0,0,2,1,3,3,0,0,2,3,0,0,0,1,0,0,0,0,0,1.0,0.0,10,0,0,0,0.0,0,1,0,4,0,1,1,0,1,2,0,0,3,0,2,1,0,1,2,2,0,1.0,3.0,1,1,0,9,0,3,0,1,0,3,0,1,1,0.0,1,2,2,0,3.0,0,0,1,2,2,2,0,0,1,0,1,1,2,1,1,3,1.0,0,1,1,1,2,0
319,319,1.0,2,0,0,3,0,2,1.0,2,2,0,2.0,0.0,0,0,3,2,0,1,1,32,0.0,1,2,1,0,2,1,1,0,2,3,1,7,0,0.0,0.0,0,1.0,0,0,2,2,2,2,0,1,2,0,4,0,0,1,0,374,0.0,1,3,3,3,3,0,0,1,2,0,0,0,1,0,0,0,0,0,1.0,0.0,9,0,1,1,1.0,0,1,0,3,0,1,1,0,1,2,0,0,2,0,3,1,0,2,1,1,0,0.0,2.0,1,0,0,1,0,3,0,0,0,3,1,1,1,0.0,3,2,2,0,3.0,1,0,1,1,1,2,0,1,1,0,1,1,4,0,1,3,1.0,0,1,0,1,2,0
320,320,2.0,2,0,0,2,0,2,0.0,2,1,0,4.0,0.0,0,0,3,3,1,4,2,11,0.0,1,2,0,0,2,2,6,0,3,2,3,3,0,0.0,1.0,0,1.0,0,0,3,1,3,2,0,1,3,1,6,0,0,3,0,370,0.0,0,3,2,3,5,0,0,1,3,0,0,0,2,0,1,0,0,0,2.0,0.0,1,0,1,0,4.0,0,1,0,1,0,2,3,0,2,3,0,0,2,0,3,2,0,4,2,3,0,0.0,1.0,2,0,0,1,0,7,0,0,0,3,1,1,2,0.0,3,4,4,1,3.0,0,0,0,4,4,2,0,0,3,0,1,1,1,0,1,2,2.0,0,2,1,2,2,0
321,321,1.0,2,0,0,3,0,2,1.0,1,2,0,3.0,0.0,0,1,3,1,0,1,2,15,0.0,1,2,0,0,1,1,1,0,2,3,2,11,0,1.0,0.0,0,0.0,0,0,3,1,2,1,0,2,2,0,1,0,0,2,1,506,0.0,0,2,1,3,4,0,0,2,3,0,0,0,1,0,0,0,0,0,1.0,1.0,9,0,0,1,2.0,0,1,0,4,0,1,1,1,1,2,0,0,2,0,2,1,0,1,2,1,0,0.0,4.0,1,0,0,0,0,3,1,0,0,3,0,0,3,0.0,1,4,2,0,2.0,1,0,1,2,2,1,0,1,1,1,1,2,4,1,2,3,1.0,0,3,0,1,2,0
322,322,1.0,3,0,0,3,0,2,2.0,1,1,1,1.0,0.0,0,0,3,2,0,2,1,12,0.0,1,5,0,0,2,6,1,0,4,4,1,7,0,0.0,0.0,0,1.0,0,0,2,1,1,1,0,2,3,1,1,0,0,2,0,106,0.0,0,1,2,3,4,0,0,2,1,0,0,0,1,0,0,0,0,0,1.0,1.0,3,0,0,0,1.0,0,1,0,4,0,1,1,1,1,2,1,0,2,0,2,1,1,2,1,1,0,0.0,1.0,2,0,0,2,1,3,0,1,0,3,0,1,2,0.0,1,2,2,1,3.0,0,0,1,3,2,2,0,0,1,0,1,1,3,1,1,1,1.0,0,1,0,1,1,0
323,323,1.0,2,0,0,3,0,3,2.0,3,2,0,2.0,0.0,0,0,1,2,1,1,1,28,1.0,1,1,0,0,1,6,1,0,1,4,2,10,0,0.0,1.0,0,0.0,0,0,2,2,1,2,1,1,2,0,1,0,0,1,0,37,0.0,0,2,3,3,4,0,0,2,2,0,0,0,1,0,0,0,0,0,1.0,0.0,9,0,1,0,1.0,0,1,0,3,0,1,1,1,1,2,0,0,2,0,2,1,0,2,1,1,0,0.0,2.0,1,0,0,2,0,3,0,1,0,2,0,1,1,1.0,2,2,2,1,1.0,0,0,1,2,3,1,0,0,1,0,1,3,3,0,1,3,2.0,0,1,0,1,1,0
324,324,1.0,2,0,0,3,0,2,1.0,1,2,0,2.0,0.0,0,1,3,1,0,1,2,30,0.0,1,5,0,0,1,6,1,0,1,8,2,8,0,0.0,1.0,0,0.0,0,0,2,1,1,1,0,2,2,0,1,0,0,1,0,280,0.0,0,2,3,1,4,0,0,1,3,0,0,0,1,0,0,0,1,0,1.0,0.0,9,0,1,0,1.0,0,1,0,4,0,1,1,0,2,3,0,0,3,0,2,3,0,2,2,3,0,1.0,5.0,1,0,0,1,0,3,0,1,0,2,0,0,1,1.0,1,2,3,0,1.0,0,0,1,2,1,1,0,1,1,0,1,1,3,1,1,3,1.0,0,3,0,1,1,0
325,325,1.0,2,0,0,3,0,1,0.0,1,2,0,1.0,0.0,1,1,3,1,1,2,2,35,0.0,1,1,0,0,1,1,1,0,1,3,3,9,0,1.0,1.0,0,0.0,0,0,2,3,1,2,0,1,3,1,1,0,0,1,0,394,0.0,0,2,1,3,4,0,0,1,2,0,0,0,1,0,0,0,0,1,1.0,0.0,9,0,1,0,1.0,0,1,0,4,0,1,1,1,1,1,1,0,2,0,2,1,0,1,2,3,0,0.0,3.0,1,0,0,2,1,2,0,1,0,3,1,0,1,0.0,1,3,2,1,3.0,1,0,1,2,2,2,0,0,1,1,1,1,4,1,1,3,2.0,0,1,0,1,2,0
326,326,2.0,4,0,0,3,1,4,1.0,1,1,0,4.0,0.0,0,0,3,3,1,3,2,17,0.0,1,6,0,0,2,6,2,0,4,2,3,4,0,0.0,0.0,1,1.0,0,0,2,1,1,2,0,4,5,0,1,0,0,3,0,512,0.0,0,2,3,1,5,0,1,2,4,0,0,0,2,0,0,0,0,0,2.0,0.0,6,0,1,0,2.0,0,1,0,1,0,2,2,0,2,3,0,0,3,1,4,3,0,2,2,1,0,0.0,2.0,2,0,0,14,0,1,0,1,0,3,1,0,3,0.0,1,2,4,0,2.0,0,0,0,5,4,1,0,0,2,0,1,1,1,0,1,5,0.0,0,3,0,2,3,0
327,327,1.0,2,0,0,1,0,2,1.0,1,2,0,2.0,0.0,0,1,1,2,1,1,2,107,0.0,1,1,0,0,1,1,1,0,3,2,1,14,0,0.0,0.0,0,0.0,0,0,2,1,4,2,0,1,3,1,1,0,0,1,0,273,0.0,1,2,3,3,4,0,0,2,2,0,0,0,2,0,1,0,0,0,1.0,0.0,6,0,0,1,1.0,0,1,0,3,1,1,1,1,2,3,1,0,2,0,2,1,0,2,1,2,0,0.0,2.0,1,0,0,2,0,3,0,0,0,2,1,0,2,0.0,1,3,2,1,2.0,0,0,0,3,2,2,0,0,1,0,1,2,1,0,1,3,3.0,0,2,0,1,2,0
328,328,2.0,3,0,0,4,1,2,0.0,1,1,0,3.0,0.0,0,0,1,3,1,1,1,26,0.0,1,3,0,0,2,6,6,0,3,2,3,5,0,0.0,1.0,0,0.0,0,0,1,1,3,1,0,3,3,1,2,1,0,2,0,35,0.0,0,4,2,5,4,0,0,2,3,0,0,0,1,0,0,0,0,1,2.0,1.0,4,1,1,0,1.0,0,1,0,1,0,2,2,0,3,3,0,0,2,0,3,1,0,2,2,2,0,0.0,1.0,1,0,0,8,0,3,0,0,0,4,0,0,4,1.0,2,3,4,1,3.0,0,0,1,4,2,1,0,0,2,0,1,4,4,0,2,2,2.0,0,2,0,2,2,0
329,329,1.0,2,0,0,3,0,1,0.0,1,2,0,3.0,0.0,1,0,3,1,0,3,2,29,0.0,1,5,0,0,1,1,1,0,2,3,2,5,0,0.0,0.0,0,1.0,0,0,3,1,1,1,0,1,3,1,1,1,0,2,0,225,0.0,0,2,3,3,3,0,0,2,1,0,0,0,1,1,0,0,0,0,1.0,1.0,6,0,0,1,1.0,0,1,0,3,0,1,1,1,3,3,1,0,2,1,2,2,0,1,1,2,0,0.0,2.0,1,0,0,0,0,3,0,1,0,3,0,0,1,0.0,3,2,1,1,2.0,1,0,1,2,2,1,0,0,1,0,1,1,2,0,1,2,1.0,0,2,0,1,2,0
330,330,1.0,3,0,0,3,1,2,0.0,1,2,0,1.0,0.0,0,0,3,2,1,3,1,33,0.0,3,3,0,0,1,7,1,0,2,2,3,7,0,0.0,0.0,0,0.0,0,0,2,1,2,1,0,2,3,1,1,0,0,3,0,63,0.0,0,4,3,3,2,0,0,2,2,0,0,1,1,0,0,0,0,0,0.0,0.0,9,0,1,0,2.0,0,6,0,1,0,1,2,1,2,3,0,0,2,0,3,1,0,2,2,1,0,1.0,2.0,2,0,0,15,0,3,0,0,0,3,0,0,2,0.0,1,3,1,0,3.0,0,0,0,2,1,2,0,0,1,0,1,1,2,1,1,1,2.0,1,2,0,1,2,0
331,331,1.0,2,0,1,2,0,1,0.0,1,2,0,4.0,0.0,0,0,3,1,1,1,1,12,0.0,2,3,0,1,1,1,6,0,2,2,4,7,0,0.0,1.0,0,0.0,0,0,2,1,2,1,0,2,2,1,1,0,0,1,0,37,0.0,0,3,1,2,4,0,0,2,3,0,0,0,1,0,0,0,0,0,1.0,1.0,10,0,1,0,1.0,0,1,0,4,0,1,1,1,2,2,0,0,1,0,3,2,0,2,1,2,0,0.0,2.0,1,0,0,2,0,3,1,1,0,4,0,0,1,0.0,3,3,2,0,2.0,1,0,1,1,2,2,0,0,1,0,1,1,1,0,1,3,2.0,0,2,0,1,2,0
332,332,2.0,2,0,0,3,0,3,2.0,1,2,0,3.0,0.0,0,0,1,3,1,1,2,18,0.0,1,1,0,0,1,1,1,0,1,3,2,4,0,0.0,1.0,0,0.0,0,0,2,1,2,1,0,3,2,0,1,0,0,3,0,112,1.0,1,3,3,3,4,0,0,4,3,0,0,0,1,0,0,1,0,0,1.0,1.0,11,0,1,0,2.0,1,6,0,3,0,2,1,1,1,3,0,0,3,0,3,1,0,4,2,4,0,0.0,2.0,2,0,0,0,0,3,0,0,0,2,0,1,3,0.0,1,3,3,1,1.0,0,0,0,2,3,2,0,0,1,0,1,1,4,1,1,1,1.0,0,2,0,1,2,0
333,333,3.0,3,0,0,2,0,3,1.0,1,1,0,1.0,0.0,1,0,4,2,1,3,2,34,0.0,4,1,0,0,2,6,1,0,1,1,3,5,0,0.0,0.0,0,0.0,0,0,3,1,4,2,0,4,3,0,5,1,0,3,0,298,0.0,0,4,2,3,4,0,1,4,3,1,0,0,1,0,0,0,0,0,2.0,0.0,5,0,0,0,2.0,0,1,0,2,0,2,2,0,4,3,0,0,3,1,4,2,0,1,2,5,0,0.0,2.0,2,0,0,9,0,2,0,0,0,3,0,1,3,0.0,2,4,4,1,3.0,0,0,0,3,4,2,0,0,2,0,1,1,1,0,1,1,2.0,0,4,0,1,3,0
334,334,2.0,3,0,0,3,1,2,0.0,1,1,0,1.0,0.0,1,0,2,3,0,4,3,26,0.0,3,3,0,0,2,6,6,0,2,2,3,0,0,0.0,0.0,0,1.0,0,0,1,1,4,4,0,4,3,1,6,0,0,2,0,219,0.0,0,2,3,2,3,0,1,1,3,0,0,0,2,0,0,0,0,0,2.0,0.0,1,0,1,1,2.0,0,1,0,1,0,2,2,0,2,3,0,0,2,1,4,1,0,5,2,1,0,0.0,2.0,1,0,0,10,0,3,0,0,0,2,1,0,2,0.0,4,3,4,1,1.0,0,0,0,2,4,3,0,0,2,0,0,1,1,0,2,1,2.0,0,4,0,2,4,0
335,335,1.0,2,0,0,3,0,1,2.0,1,1,0,3.0,0.0,0,0,2,3,1,2,1,106,0.0,3,1,0,0,2,1,1,0,1,4,3,6,0,0.0,0.0,0,0.0,0,0,1,1,2,3,0,1,3,0,1,0,0,1,0,398,0.0,0,2,1,2,4,0,0,2,3,0,0,0,1,0,0,0,0,0,3.0,0.0,8,0,0,0,2.0,0,2,0,2,0,1,1,1,1,3,0,0,3,0,3,1,0,2,2,1,0,0.0,2.0,1,1,0,1,0,3,1,0,0,3,0,0,1,0.0,2,3,2,0,3.0,0,0,1,3,2,3,0,1,1,0,1,1,1,0,1,3,1.0,0,3,0,2,2,0
336,336,4.0,2,0,0,4,0,2,0.0,1,2,0,2.0,0.0,0,0,2,4,1,1,2,23,0.0,3,5,0,0,2,6,1,0,3,2,3,5,0,0.0,0.0,0,0.0,0,0,3,1,4,3,0,4,4,0,1,0,0,2,0,-6,1.0,0,2,3,1,5,0,0,1,1,1,0,0,2,0,0,0,0,0,1.0,0.0,6,0,0,0,3.0,0,1,0,1,0,2,2,0,1,3,0,0,2,1,3,1,0,2,2,1,0,0.0,2.0,2,0,0,1,0,2,0,0,0,3,0,0,3,1.0,3,2,4,1,1.0,0,0,0,2,3,2,0,1,2,0,1,1,2,1,1,1,2.0,0,3,1,1,2,0
337,337,1.0,3,0,0,3,0,2,1.0,1,2,0,2.0,1.0,0,0,3,2,1,2,3,29,0.0,1,1,0,0,2,6,1,0,2,3,3,11,1,0.0,0.0,0,1.0,0,0,2,2,1,3,0,3,3,1,1,0,0,1,0,31,1.0,0,2,3,3,4,0,0,2,3,0,0,1,1,1,0,0,0,0,1.0,0.0,7,0,0,0,2.0,1,1,0,1,0,2,1,0,1,2,0,1,1,0,2,1,0,2,2,2,0,0.0,4.0,1,0,0,9,0,2,0,0,0,2,0,1,3,0.0,1,3,2,0,2.0,0,0,0,2,3,2,0,0,2,0,1,3,4,1,1,3,2.0,0,2,0,1,3,0
338,338,1.0,3,0,0,2,1,2,0.0,1,1,0,2.0,0.0,0,0,2,2,1,1,3,29,0.0,3,1,0,0,2,6,6,0,4,2,3,3,0,0.0,0.0,1,1.0,0,0,3,2,4,4,0,4,5,0,1,0,0,2,0,279,0.0,0,3,3,1,3,0,0,2,3,1,0,0,1,0,1,0,0,0,2.0,0.0,3,0,1,0,2.0,0,1,0,3,0,2,2,0,2,2,0,0,2,0,3,2,0,4,2,1,0,1.0,1.0,2,0,1,16,0,1,0,0,0,2,0,1,3,0.0,3,2,1,0,1.0,0,0,0,3,4,3,0,0,2,0,1,1,1,0,1,1,2.0,0,3,0,2,4,0
339,339,2.0,2,0,0,3,0,2,0.0,1,2,0,2.0,0.0,0,0,3,1,1,2,2,37,0.0,1,3,0,0,1,1,1,0,1,2,1,10,0,0.0,0.0,0,0.0,0,0,2,3,2,2,0,2,3,1,1,0,0,3,0,389,0.0,0,2,3,2,4,0,0,2,2,0,0,0,1,0,0,0,0,0,2.0,1.0,4,0,0,0,1.0,0,1,0,4,0,1,3,0,1,3,0,0,3,0,2,2,0,1,2,2,0,0.0,2.0,1,0,0,1,1,3,0,1,0,3,0,0,2,0.0,3,3,1,1,2.0,0,0,0,2,1,2,0,0,1,0,1,1,4,0,1,2,2.0,0,4,0,1,2,0
340,340,1.0,5,0,0,3,1,2,1.0,2,1,0,2.0,0.0,1,0,4,3,1,3,3,26,0.0,1,6,0,0,2,6,6,0,4,2,3,3,0,0.0,1.0,1,0.0,0,0,3,1,3,5,0,4,2,0,6,1,0,3,0,308,0.0,0,3,3,5,5,0,1,4,3,0,0,0,2,0,0,0,0,0,1.0,0.0,1,0,0,0,2.0,0,6,0,1,0,3,2,0,3,3,0,0,3,1,3,3,0,5,5,1,0,0.0,2.0,2,0,0,1,0,2,0,0,0,4,0,0,2,0.0,4,3,4,1,2.0,0,0,0,4,4,3,0,0,2,0,0,1,1,0,2,1,4.0,0,4,0,2,4,0
341,341,4.0,1,0,0,4,0,2,1.0,1,2,0,0.0,0.0,0,0,4,3,1,3,2,18,0.0,4,6,0,0,2,6,1,0,2,2,3,5,0,0.0,0.0,1,1.0,0,0,2,1,3,2,0,3,3,0,2,0,0,3,0,298,1.0,0,3,2,1,4,0,0,3,3,0,0,0,2,0,0,0,0,1,1.0,0.0,4,0,0,0,3.0,0,1,0,1,0,2,2,0,2,4,0,0,3,0,4,2,0,2,3,1,0,1.0,4.0,2,0,0,13,0,3,0,0,0,4,1,0,3,0.0,1,4,4,1,1.0,0,0,0,4,2,3,0,0,2,0,1,4,4,0,1,1,0.0,0,4,1,1,2,0
342,342,2.0,3,0,0,3,0,2,0.0,1,1,0,2.0,0.0,1,0,4,2,1,3,2,101,0.0,2,1,0,0,2,6,6,0,3,4,2,2,0,0.0,1.0,0,0.0,0,0,2,2,2,5,0,3,3,1,6,0,0,2,0,-23,1.0,0,2,2,3,4,0,0,3,2,0,0,0,2,0,0,0,0,1,2.0,0.0,9,0,1,0,2.0,1,1,0,5,0,2,1,0,2,3,0,0,3,0,4,1,0,2,2,4,0,0.0,3.0,2,0,1,1,0,3,0,0,0,4,0,1,2,0.0,3,3,3,0,2.0,0,0,0,3,4,2,0,0,2,0,1,1,1,1,1,2,2.0,0,3,1,1,2,0
343,343,2.0,4,0,0,3,0,2,1.0,2,2,0,1.0,0.0,0,0,3,4,0,2,1,103,0.0,3,6,0,0,2,6,1,0,2,1,3,8,0,0.0,0.0,0,0.0,0,0,3,1,2,1,0,3,2,1,1,0,0,2,0,306,1.0,0,2,1,3,4,0,0,2,3,0,0,0,1,0,0,0,0,0,2.0,0.0,6,0,0,0,2.0,0,6,0,1,0,1,1,0,3,3,0,0,2,0,1,2,0,2,3,3,0,0.0,2.0,1,0,0,7,0,1,0,1,0,1,1,1,1,0.0,2,2,2,0,3.0,0,0,1,3,2,2,0,0,2,0,0,5,2,0,1,3,4.0,0,2,0,1,2,0
344,344,1.0,2,0,0,3,0,2,2.0,1,2,0,2.0,0.0,0,1,3,2,0,1,1,28,0.0,1,3,1,0,1,1,1,0,1,3,3,8,0,0.0,1.0,0,1.0,0,0,2,3,5,2,0,1,3,1,1,0,0,1,0,180,1.0,0,3,2,2,6,0,0,2,2,0,0,0,1,0,0,0,0,0,1.0,0.0,9,0,0,0,3.0,0,1,0,3,0,1,1,1,1,3,0,0,2,0,3,1,0,1,2,2,0,0.0,1.0,2,0,0,0,0,1,0,1,0,3,0,0,1,0.0,2,1,1,0,2.0,0,0,1,2,1,1,0,1,1,0,1,1,3,1,1,2,1.0,1,2,0,1,1,0
345,345,2.0,2,0,0,3,0,2,0.0,1,2,0,2.0,0.0,1,0,2,2,0,3,1,28,1.0,1,1,0,0,2,5,1,0,4,1,3,0,0,2.0,0.0,0,0.0,1,0,2,1,4,2,0,4,3,0,7,1,0,2,0,147,1.0,0,3,1,2,4,0,0,2,3,0,0,0,1,0,1,0,0,0,1.0,0.0,5,0,0,0,1.0,1,1,0,1,0,3,2,0,1,4,0,0,2,0,3,1,0,1,2,2,0,0.0,2.0,2,0,0,15,0,1,0,0,0,3,1,0,1,0.0,3,1,4,0,1.0,0,0,1,1,1,2,0,0,1,0,1,1,1,0,1,1,4.0,0,3,0,3,3,0
346,346,1.0,2,0,0,3,0,2,1.0,1,1,0,2.0,0.0,0,1,3,2,1,1,1,11,0.0,1,1,0,0,1,6,1,0,1,2,3,11,0,0.0,0.0,0,0.0,0,0,2,1,2,2,0,2,2,1,1,0,0,1,0,362,0.0,0,2,3,2,4,0,0,2,3,0,0,0,1,0,0,0,1,0,2.0,0.0,9,0,1,0,1.0,0,1,0,4,0,1,1,0,1,3,0,0,1,0,3,2,0,1,2,1,0,0.0,2.0,1,0,0,1,0,3,1,1,0,2,0,0,1,0.0,1,3,2,0,2.0,0,0,1,3,2,1,0,0,1,0,1,1,4,1,1,1,2.0,0,1,0,1,2,0
347,347,3.0,3,0,0,3,1,3,0.0,1,1,0,2.0,0.0,0,0,3,2,1,2,2,60,0.0,1,1,0,1,1,1,1,0,1,3,3,5,0,0.0,0.0,0,1.0,0,0,3,2,2,1,0,2,3,1,1,0,0,1,0,363,0.0,0,3,3,1,4,0,0,2,2,0,0,0,1,0,0,0,0,0,1.0,0.0,2,0,0,1,1.0,0,1,0,2,0,2,2,1,2,3,0,0,2,0,3,1,0,2,2,1,0,0.0,3.0,1,0,0,8,1,3,0,1,0,2,1,0,1,0.0,1,2,1,1,2.0,1,0,1,2,1,2,0,0,2,0,1,1,3,0,1,3,2.0,0,3,0,2,2,0
